50Hz-Actual,50Hz-Forecast,AMP-Actual,AMP-Forecast,AT-Actual,AT-Forecast,PL-Actual,PL-Forecast,TBW-Actual,TBW-Forecast,TTG-Actual,TTG-Forecast,TTGf-Actual,TTGf-Forecast,50Hzf-Actual,50Hzf-Forecast,FR-Actual,FR-Forecast,FRf-Actual,FRf-Forecast
"1 140,0","1 097,0","1 533,0","1 544,0","2 052,0","2 312,0","1 397,0","1 517,0","352,0","361,0","2 190,0","1 174,0","1 076,0","1 174,0","227,0","199,0","926,0","868,0","1 151,0","1 036,0"
"1 267,0","1 187,0","1 606,0","1 613,0","2 064,0","2 252,0","1 447,0","1 580,0","353,0","351,0","2 246,0","1 261,0","1 098,0","1 261,0","241,0","209,0","935,0","868,0","1 082,0","1 036,0"
"1 373,0","1 270,0","1 763,0","1 672,0","2 096,0","2 192,0","1 521,0","1 643,0","368,0","348,0","2 263,0","1 351,0","1 125,0","1 351,0","259,0","220,0","953,0","868,0","1 052,0","1 036,0"
"1 465,0","1 353,0","1 879,0","1 723,0","2 108,0","2 124,0","1 540,0","1 706,0","376,0","345,0","2 299,0","1 433,0","1 199,0","1 433,0","234,0","228,0","956,0","958,0","1 036,0","1 071,0"
"1 574,0","1 443,0","1 949,0","1 767,0","2 128,0","2 076,0","1 585,0","1 768,0","396,0","346,0","2 324,0","1 481,0","1 284,0","1 481,0","205,0","232,0","960,0","958,0","1 025,0","1 071,0"
"1 662,0","1 529,0","1 989,0","1 808,0","2 316,0","2 028,0","1 606,0","1 831,0","416,0","351,0","2 346,0","1 529,0","1 335,0","1 529,0","245,0","236,0","987,0","958,0","1 050,0","1 071,0"
"1 703,0","1 605,0","2 002,0","1 847,0","2 748,0","1 980,0","1 618,0","1 893,0","429,0","362,0","2 381,0","1 585,0","1 273,0","1 585,0","250,0","240,0","1 015,0","958,0","1 070,0","1 071,0"
"1 765,0","1 665,0","2 012,0","1 893,0","3 088,0","1 932,0","1 651,0","1 952,0","447,0","376,0","2 389,0","1 638,0","1 240,0","1 638,0","243,0","241,0","1 038,0","1 092,0","1 075,0","1 112,0"
"1 870,0","1 708,0","2 038,0","1 927,0","3 072,0","1 848,0","1 702,0","2 005,0","464,0","389,0","2 354,0","1 655,0","1 183,0","1 655,0","279,0","239,0","1 068,0","1 092,0","1 068,0","1 112,0"
"1 908,0","1 748,0","2 081,0","1 945,0","2 932,0","1 768,0","1 777,0","2 059,0","473,0","397,0","2 281,0","1 674,0","1 232,0","1 674,0","268,0","237,0","1 093,0","1 092,0","1 073,0","1 112,0"
"1 839,0","1 782,0","2 065,0","1 943,0","2 736,0","1 688,0","1 886,0","2 113,0","507,0","400,0","2 186,0","1 695,0","1 235,0","1 695,0","225,0","236,0","1 118,0","1 092,0","1 108,0","1 112,0"
"1 730,0","1 801,0","2 041,0","1 924,0","2 284,0","1 620,0","1 935,0","2 163,0","511,0","400,0","2 087,0","1 706,0","1 287,0","1 706,0","211,0","234,0","1 157,0","1 263,0","1 097,0","1 123,0"
"1 669,0","1 796,0","2 005,0","1 897,0","1 696,0","1 572,0","1 962,0","2 216,0","484,0","398,0","1 988,0","1 693,0","1 365,0","1 693,0","216,0","231,0","1 257,0","1 263,0","1 064,0","1 123,0"
"1 595,0","1 785,0","1 982,0","1 870,0","1 312,0","1 520,0","2 014,0","2 270,0","492,0","397,0","1 941,0","1 680,0","1 341,0","1 680,0","198,0","229,0","1 313,0","1 263,0","1 042,0","1 123,0"
"1 539,0","1 776,0","1 944,0","1 824,0","1 136,0","1 468,0","2 092,0","2 324,0","480,0","390,0","1 852,0","1 665,0","1 362,0","1 665,0","202,0","226,0","1 358,0","1 263,0","1 045,0","1 123,0"
"1 394,0","1 728,0","1 858,0","1 765,0","1 236,0","1 416,0","2 123,0","2 364,0","440,0","382,0","1 772,0","1 661,0","1 338,0","1 661,0","160,0","220,0","1 393,0","1 480,0","1 075,0","1 119,0"
"1 301,0","1 666,0","1 826,0","1 704,0","1 268,0","1 340,0","2 293,0","2 403,0","445,0","372,0","1 725,0","1 654,0","1 446,0","1 654,0","155,0","211,0","1 444,0","1 480,0","1 074,0","1 119,0"
"1 192,0","1 610,0","1 782,0","1 638,0","1 272,0","1 268,0","2 352,0","2 443,0","446,0","362,0","1 675,0","1 650,0","1 496,0","1 650,0","132,0","202,0","1 473,0","1 480,0","1 083,0","1 119,0"
"1 132,0","1 546,0","1 703,0","1 566,0","1 308,0","1 192,0","2 384,0","2 482,0","443,0","352,0","1 652,0","1 649,0","1 514,0","1 649,0","109,0","193,0","1 495,0","1 480,0","1 098,0","1 119,0"
"1 085,0","1 474,0","1 619,0","1 492,0","1 220,0","1 120,0","2 438,0","2 509,0","417,0","342,0","1 658,0","1 643,0","1 526,0","1 643,0","96,0","181,0","1 500,0","1 533,0","1 091,0","1 116,0"
"989,0","1 413,0","1 548,0","1 419,0","1 116,0","1 072,0","2 371,0","2 532,0","401,0","329,0","1 666,0","1 644,0","1 543,0","1 644,0","66,0","168,0","1 498,0","1 533,0","1 112,0","1 116,0"
"900,0","1 342,0","1 466,0","1 345,0","1 024,0","1 024,0","2 356,0","2 556,0","401,0","316,0","1 652,0","1 647,0","1 614,0","1 647,0","42,0","154,0","1 489,0","1 533,0","1 120,0","1 116,0"
"826,0","1 276,0","1 384,0","1 275,0","1 012,0","984,0","2 237,0","2 580,0","389,0","305,0","1 634,0","1 649,0","1 704,0","1 649,0","18,0","140,0","1 466,0","1 533,0","1 104,0","1 116,0"
"761,0","827,0","1 318,0","1 360,0","984,0","1 040,0","2 136,0","2 256,0","445,0","372,0","1 602,0","1 563,0","1 857,0","1 568,0","14,0","14,0","1 478,0","1 213,0","202,0","203,0"
"712,0","790,0","1 245,0","1 307,0","896,0","992,0","2 044,0","2 177,0","446,0","367,0","1 536,0","1 524,0","1 953,0","1 584,0","13,0","18,0","1 441,0","1 213,0","239,0","203,0"
"677,0","768,0","1 185,0","1 260,0","764,0","940,0","2 001,0","2 117,0","440,0","409,0","1 475,0","1 485,0","1 856,0","1 574,0","14,0","19,0","1 411,0","1 213,0","271,0","203,0"
"630,0","743,0","1 110,0","1 219,0","600,0","888,0","2 011,0","2 034,0","439,0","408,0","1 396,0","1 447,0","1 716,0","1 592,0","23,0","24,0","1 412,0","1 213,0","289,0","203,0"
"613,0","716,0","1 054,0","1 194,0","472,0","848,0","2 040,0","2 076,0","412,0","401,0","1 354,0","1 384,0","1 521,0","1 574,0","19,0","29,0","1 401,0","1 221,0","311,0","231,0"
"601,0","702,0","1 003,0","1 163,0","492,0","828,0","2 125,0","2 051,0","429,0","400,0","1 339,0","1 317,0","1 408,0","1 531,0","18,0","38,0","1 406,0","1 221,0","320,0","231,0"
"595,0","689,0","977,0","1 126,0","568,0","800,0","2 159,0","2 112,0","436,0","379,0","1 266,0","1 229,0","1 531,0","1 503,0","22,0","47,0","1 440,0","1 221,0","332,0","231,0"
"603,0","675,0","971,0","1 086,0","604,0","772,0","2 222,0","2 174,0","418,0","392,0","1 209,0","1 198,0","1 590,0","1 440,0","13,0","58,0","1 473,0","1 221,0","335,0","231,0"
"636,0","677,0","969,0","1 047,0","636,0","728,0","2 220,0","2 194,0","431,0","398,0","1 148,0","1 147,0","1 580,0","1 445,0","24,0","63,0","1 509,0","1 371,0","331,0","301,0"
"676,0","686,0","939,0","1 006,0","628,0","680,0","2 245,0","2 201,0","412,0","383,0","1 071,0","1 140,0","1 594,0","1 433,0","30,0","72,0","1 528,0","1 371,0","338,0","301,0"
"707,0","697,0","895,0","966,0","596,0","652,0","2 244,0","2 236,0","398,0","393,0","1 024,0","1 064,0","1 521,0","1 437,0","29,0","78,0","1 522,0","1 371,0","361,0","301,0"
"737,0","703,0","859,0","927,0","596,0","640,0","2 209,0","2 237,0","395,0","378,0","973,0","1 016,0","1 582,0","1 419,0","39,0","86,0","1 523,0","1 371,0","409,0","301,0"
"756,0","711,0","824,0","840,0","600,0","632,0","2 213,0","2 310,0","383,0","367,0","906,0","967,0","1 563,0","1 385,0","57,0","96,0","1 548,0","1 352,0","443,0","356,0"
"753,0","710,0","814,0","814,0","660,0","636,0","2 194,0","2 278,0","366,0","367,0","861,0","948,0","1 567,0","1 395,0","55,0","103,0","1 572,0","1 352,0","474,0","356,0"
"774,0","703,0","831,0","790,0","672,0","628,0","2 218,0","2 241,0","377,0","360,0","854,0","909,0","1 564,0","1 429,0","25,0","103,0","1 605,0","1 352,0","465,0","356,0"
"802,0","707,0","820,0","770,0","620,0","620,0","2 183,0","2 232,0","379,0","346,0","836,0","861,0","1 565,0","1 412,0","7,0","102,0","1 632,0","1 352,0","495,0","356,0"
"814,0","704,0","819,0","751,0","516,0","612,0","2 280,0","2 162,0","376,0","354,0","825,0","852,0","1 600,0","1 416,0","2,0","102,0","1 636,0","1 251,0","538,0","485,0"
"779,0","690,0","817,0","756,0","448,0","580,0","2 272,0","2 131,0","363,0","351,0","799,0","859,0","1 679,0","1 437,0","1,0","99,0","1 655,0","1 251,0","551,0","485,0"
"733,0","666,0","813,0","762,0","352,0","556,0","2 260,0","2 181,0","352,0","346,0","825,0","857,0","1 800,0","1 430,0","1,0","97,0","1 694,0","1 251,0","566,0","485,0"
"692,0","639,0","856,0","770,0","324,0","536,0","2 224,0","2 161,0","341,0","335,0","828,0","853,0","1 786,0","1 406,0","8,0","97,0","1 751,0","1 251,0","588,0","485,0"
"660,0","612,0","898,0","779,0","320,0","512,0","2 230,0","2 166,0","332,0","325,0","883,0","869,0","1 710,0","1 418,0","8,0","94,0","1 818,0","1 382,0","630,0","590,0"
"618,0","580,0","906,0","804,0","320,0","468,0","2 194,0","2 133,0","326,0","317,0","931,0","929,0","1 641,0","1 340,0","6,0","86,0","1 881,0","1 382,0","646,0","590,0"
"581,0","549,0","879,0","828,0","264,0","424,0","2 192,0","2 116,0","307,0","309,0","940,0","957,0","1 564,0","1 373,0","6,0","78,0","1 926,0","1 382,0","688,0","590,0"
"552,0","519,0","853,0","837,0","188,0","392,0","2 174,0","2 099,0","300,0","303,0","957,0","1 017,0","1 528,0","1 409,0","10,0","71,0","1 993,0","1 382,0","708,0","590,0"
"518,0","496,0","852,0","890,0","184,0","356,0","2 084,0","2 034,0","304,0","288,0","931,0","1 020,0","1 524,0","1 501,0","10,0","66,0","2 066,0","1 462,0","710,0","710,0"
"488,0","471,0","817,0","890,0","184,0","320,0","2 076,0","1 930,0","299,0","283,0","924,0","1 016,0","1 422,0","1 418,0","16,0","63,0","2 174,0","1 462,0","701,0","710,0"
"482,0","452,0","804,0","878,0","156,0","284,0","1 990,0","1 924,0","287,0","289,0","935,0","972,0","1 394,0","1 286,0","25,0","61,0","2 302,0","1 462,0","718,0","710,0"
"474,0","439,0","784,0","854,0","140,0","252,0","2 001,0","1 902,0","285,0","282,0","963,0","934,0","1 428,0","1 233,0","25,0","56,0","2 373,0","1 462,0","737,0","710,0"
"482,0","426,0","786,0","816,0","136,0","216,0","1 950,0","1 949,0","318,0","265,0","944,0","928,0","1 382,0","1 165,0","25,0","54,0","2 500,0","2 069,0","747,0","750,0"
"501,0","428,0","788,0","769,0","124,0","184,0","1 791,0","1 862,0","341,0","252,0","934,0","934,0","1 291,0","1 145,0","19,0","54,0","2 583,0","2 069,0","755,0","750,0"
"494,0","427,0","761,0","724,0","116,0","152,0","1 680,0","1 775,0","337,0","243,0","899,0","918,0","1 238,0","1 058,0","37,0","58,0","2 642,0","2 069,0","779,0","750,0"
"486,0","417,0","737,0","680,0","108,0","124,0","1 560,0","1 688,0","326,0","231,0","834,0","895,0","1 108,0","990,0","44,0","64,0","2 641,0","2 069,0","815,0","750,0"
"494,0","409,0","716,0","634,0","100,0","96,0","1 434,0","1 566,0","287,0","218,0","782,0","867,0","1 017,0","931,0","36,0","63,0","2 688,0","2 371,0","853,0","786,0"
"491,0","406,0","684,0","584,0","96,0","88,0","1 345,0","1 450,0","238,0","206,0","762,0","836,0","979,0","886,0","35,0","62,0","2 681,0","2 371,0","893,0","786,0"
"460,0","396,0","619,0","534,0","104,0","80,0","1 282,0","1 334,0","188,0","194,0","731,0","804,0","841,0","836,0","50,0","68,0","2 658,0","2 371,0","919,0","786,0"
"418,0","378,0","559,0","482,0","116,0","72,0","1 223,0","1 219,0","155,0","177,0","698,0","768,0","767,0","794,0","46,0","70,0","2 608,0","2 371,0","918,0","786,0"
"383,0","427,0","494,0","431,0","120,0","64,0","1 146,0","1 186,0","135,0","160,0","663,0","735,0","726,0","757,0","43,0","56,0","2 551,0","2 352,0","919,0","804,0"
"350,0","398,0","470,0","397,0","120,0","60,0","1 161,0","1 167,0","115,0","149,0","662,0","710,0","712,0","724,0","52,0","55,0","2 427,0","2 352,0","908,0","804,0"
"319,0","373,0","455,0","365,0","140,0","56,0","1 184,0","1 148,0","94,0","137,0","657,0","683,0","608,0","698,0","56,0","53,0","2 395,0","2 352,0","892,0","804,0"
"302,0","349,0","392,0","337,0","152,0","52,0","1 212,0","1 129,0","78,0","126,0","643,0","662,0","511,0","665,0","60,0","52,0","2 325,0","2 352,0","894,0","804,0"
"302,0","341,0","343,0","314,0","152,0","48,0","1 143,0","1 130,0","70,0","116,0","626,0","646,0","505,0","632,0","63,0","51,0","2 291,0","2 011,0","906,0","911,0"
"286,0","340,0","310,0","322,0","156,0","48,0","1 126,0","1 137,0","61,0","120,0","618,0","655,0","605,0","624,0","87,0","50,0","2 284,0","2 011,0","936,0","911,0"
"286,0","339,0","288,0","332,0","144,0","48,0","1 131,0","1 145,0","63,0","124,0","612,0","663,0","686,0","613,0","97,0","49,0","2 324,0","2 011,0","933,0","911,0"
"283,0","338,0","263,0","345,0","136,0","52,0","1 125,0","1 152,0","63,0","128,0","596,0","670,0","645,0","600,0","98,0","48,0","2 252,0","2 011,0","918,0","911,0"
"279,0","344,0","229,0","359,0","152,0","56,0","1 095,0","1 161,0","70,0","132,0","590,0","679,0","619,0","593,0","103,0","49,0","2 222,0","1 833,0","887,0","883,0"
"270,0","361,0","210,0","387,0","164,0","64,0","1 141,0","1 173,0","70,0","137,0","619,0","714,0","612,0","589,0","120,0","51,0","2 220,0","1 833,0","873,0","883,0"
"255,0","375,0","207,0","418,0","184,0","76,0","1 078,0","1 184,0","82,0","141,0","656,0","750,0","624,0","585,0","106,0","53,0","2 179,0","1 833,0","867,0","883,0"
"243,0","392,0","200,0","452,0","196,0","84,0","978,0","1 196,0","63,0","144,0","686,0","800,0","594,0","581,0","104,0","55,0","2 108,0","1 833,0","854,0","883,0"
"244,0","409,0","213,0","484,0","228,0","96,0","944,0","1 188,0","68,0","148,0","706,0","854,0","577,0","579,0","107,0","58,0","1 978,0","1 837,0","826,0","863,0"
"251,0","429,0","232,0","514,0","260,0","104,0","932,0","1 169,0","76,0","151,0","780,0","921,0","607,0","590,0","101,0","61,0","1 911,0","1 837,0","792,0","863,0"
"245,0","449,0","265,0","545,0","288,0","112,0","933,0","1 150,0","83,0","153,0","794,0","997,0","649,0","602,0","110,0","65,0","1 852,0","1 837,0","756,0","863,0"
"247,0","470,0","314,0","578,0","340,0","124,0","855,0","1 131,0","97,0","153,0","863,0","1 086,0","700,0","613,0","117,0","69,0","1 879,0","1 837,0","743,0","863,0"
"266,0","488,0","362,0","607,0","424,0","132,0","818,0","1 100,0","118,0","151,0","961,0","1 165,0","662,0","629,0","120,0","72,0","1 861,0","1 937,0","731,0","832,0"
"299,0","504,0","408,0","637,0","424,0","132,0","799,0","1 059,0","124,0","149,0","1 062,0","1 244,0","623,0","654,0","119,0","74,0","1 864,0","1 937,0","729,0","832,0"
"333,0","521,0","451,0","673,0","392,0","136,0","778,0","1 019,0","140,0","149,0","1 164,0","1 328,0","664,0","673,0","120,0","77,0","1 911,0","1 937,0","753,0","832,0"
"372,0","538,0","481,0","710,0","328,0","136,0","756,0","978,0","148,0","149,0","1 261,0","1 416,0","723,0","707,0","107,0","79,0","1 994,0","1 937,0","726,0","832,0"
"406,0","553,0","522,0","748,0","332,0","140,0","787,0","936,0","155,0","150,0","1 305,0","1 282,0","782,0","684,0","93,0","81,0","2 118,0","2 169,0","744,0","754,0"
"428,0","567,0","571,0","786,0","296,0","140,0","667,0","897,0","155,0","150,0","1 417,0","1 348,0","778,0","726,0","92,0","82,0","2 173,0","2 169,0","741,0","754,0"
"431,0","581,0","612,0","823,0","244,0","140,0","650,0","858,0","150,0","150,0","1 569,0","1 414,0","768,0","771,0","101,0","83,0","2 250,0","2 169,0","713,0","754,0"
"437,0","594,0","698,0","857,0","300,0","144,0","590,0","819,0","153,0","148,0","1 652,0","1 482,0","779,0","811,0","94,0","85,0","2 424,0","2 169,0","741,0","754,0"
"426,0","601,0","787,0","887,0","268,0","144,0","512,0","772,0","143,0","146,0","1 699,0","1 542,0","803,0","856,0","98,0","87,0","2 610,0","2 487,0","740,0","710,0"
"428,0","596,0","846,0","908,0","232,0","148,0","458,0","724,0","129,0","139,0","1 739,0","1 604,0","929,0","913,0","72,0","89,0","2 757,0","2 487,0","689,0","710,0"
"435,0","592,0","945,0","927,0","252,0","148,0","420,0","676,0","129,0","132,0","1 786,0","1 666,0","964,0","968,0","66,0","92,0","2 907,0","2 487,0","696,0","710,0"
"430,0","589,0","1 004,0","947,0","136,0","152,0","397,0","629,0","138,0","125,0","1 809,0","1 728,0","1 025,0","1 028,0","57,0","94,0","3 041,0","2 487,0","697,0","710,0"
"427,0","577,0","1 073,0","964,0","108,0","156,0","354,0","603,0","154,0","117,0","1 824,0","1 783,0","1 071,0","1 096,0","50,0","97,0","3 171,0","2 825,0","695,0","706,0"
"414,0","559,0","1 067,0","973,0","112,0","160,0","347,0","579,0","132,0","110,0","1 920,0","1 789,0","1 151,0","1 186,0","48,0","101,0","3 333,0","2 825,0","678,0","706,0"
"419,0","541,0","1 042,0","981,0","116,0","168,0","349,0","555,0","161,0","104,0","2 046,0","1 796,0","1 267,0","1 284,0","53,0","105,0","3 518,0","2 825,0","707,0","706,0"
"393,0","526,0","968,0","986,0","112,0","172,0","348,0","532,0","247,0","98,0","1 952,0","1 797,0","1 359,0","1 379,0","58,0","109,0","3 639,0","2 825,0","707,0","706,0"
"378,0","527,0","946,0","987,0","124,0","176,0","332,0","532,0","267,0","93,0","1 878,0","1 794,0","1 576,0","1 487,0","50,0","113,0","3 679,0","3 410,0","698,0","755,0"
"409,0","562,0","935,0","979,0","128,0","184,0","337,0","542,0","214,0","92,0","1 871,0","1 774,0","1 842,0","1 592,0","47,0","116,0","3 786,0","3 410,0","657,0","755,0"
"432,0","596,0","965,0","972,0","104,0","188,0","379,0","553,0","182,0","91,0","1 882,0","1 755,0","2 072,0","1 693,0","45,0","119,0","3 897,0","3 410,0","620,0","755,0"
"451,0","630,0","1 052,0","968,0","108,0","196,0","392,0","564,0","154,0","90,0","1 969,0","1 742,0","2 273,0","1 792,0","43,0","122,0","3 998,0","3 410,0","603,0","755,0"
"511,0","683,0","1 089,0","964,0","100,0","204,0","389,0","567,0","169,0","89,0","2 026,0","1 734,0","2 419,0","1 892,0","42,0","123,0","4 163,0","4 239,0","639,0","830,0"
"575,0","762,0","1 157,0","977,0","84,0","216,0","395,0","571,0","156,0","89,0","2 033,0","1 769,0","2 542,0","1 992,0","40,0","124,0","4 274,0","4 239,0","690,0","830,0"
"658,0","839,0","1 177,0","992,0","96,0","228,0","355,0","575,0","151,0","88,0","2 073,0","1 804,0","2 682,0","2 078,0","53,0","124,0","4 368,0","4 239,0","717,0","830,0"
"762,0","914,0","1 179,0","1 017,0","116,0","244,0","334,0","579,0","170,0","87,0","2 224,0","1 852,0","2 692,0","2 167,0","53,0","124,0","4 402,0","4 239,0","702,0","830,0"
"861,0","991,0","1 216,0","1 043,0","144,0","252,0","336,0","575,0","178,0","86,0","2 343,0","1 900,0","2 815,0","2 239,0","47,0","126,0","4 438,0","4 504,0","747,0","828,0"
"978,0","1 071,0","1 200,0","1 072,0","132,0","256,0","314,0","569,0","223,0","85,0","2 391,0","1 952,0","2 888,0","2 269,0","47,0","127,0","4 544,0","4 504,0","752,0","828,0"
"1 059,0","1 151,0","1 274,0","1 108,0","120,0","264,0","316,0","564,0","210,0","85,0","2 506,0","2 010,0","3 141,0","2 304,0","43,0","129,0","4 692,0","4 504,0","754,0","828,0"
"1 091,0","1 231,0","1 347,0","1 153,0","108,0","268,0","327,0","558,0","249,0","85,0","2 597,0","2 073,0","3 121,0","2 335,0","37,0","131,0","4 720,0","4 504,0","750,0","828,0"
"1 141,0","1 300,0","1 351,0","1 205,0","108,0","272,0","381,0","553,0","292,0","87,0","2 716,0","2 139,0","3 125,0","2 362,0","33,0","133,0","4 818,0","4 415,0","691,0","782,0"
"1 197,0","1 356,0","1 368,0","1 250,0","112,0","276,0","428,0","549,0","300,0","89,0","2 903,0","2 207,0","3 154,0","2 371,0","38,0","137,0","4 594,0","4 415,0","686,0","782,0"
"1 182,0","1 409,0","1 426,0","1 282,0","136,0","280,0","439,0","545,0","216,0","87,0","3 030,0","2 272,0","3 182,0","2 383,0","43,0","140,0","4 459,0","4 415,0","673,0","782,0"
"1 140,0","1 456,0","1 433,0","1 304,0","152,0","284,0","433,0","541,0","138,0","83,0","3 062,0","2 330,0","2 990,0","2 394,0","40,0","144,0","4 482,0","4 415,0","626,0","782,0"
"1 086,0","1 492,0","1 428,0","1 323,0","164,0","288,0","398,0","535,0","117,0","80,0","3 046,0","2 381,0","2 840,0","2 403,0","37,0","148,0","4 461,0","4 352,0","578,0","733,0"
"1 047,0","1 517,0","1 463,0","1 339,0","156,0","292,0","408,0","527,0","131,0","76,0","3 126,0","2 428,0","2 677,0","2 370,0","37,0","155,0","4 349,0","4 352,0","546,0","733,0"
"988,0","1 542,0","1 562,0","1 353,0","144,0","296,0","417,0","519,0","111,0","72,0","3 186,0","2 474,0","2 663,0","2 336,0","42,0","161,0","4 316,0","4 352,0","548,0","733,0"
"933,0","1 560,0","1 597,0","1 359,0","132,0","296,0","430,0","511,0","137,0","68,0","3 194,0","2 508,0","2 612,0","2 307,0","43,0","167,0","4 314,0","4 352,0","537,0","733,0"
"860,0","1 569,0","1 545,0","1 355,0","144,0","296,0","461,0","511,0","178,0","63,0","3 252,0","2 538,0","2 655,0","2 291,0","38,0","174,0","4 169,0","4 089,0","488,0","709,0"
"804,0","1 567,0","1 536,0","1 340,0","172,0","288,0","484,0","513,0","169,0","61,0","3 267,0","2 575,0","2 563,0","2 263,0","27,0","181,0","4 058,0","4 089,0","471,0","709,0"
"745,0","1 565,0","1 508,0","1 323,0","164,0","284,0","476,0","514,0","114,0","58,0","3 322,0","2 610,0","2 427,0","2 235,0","24,0","188,0","4 054,0","4 089,0","473,0","709,0"
"706,0","1 563,0","1 431,0","1 304,0","148,0","276,0","481,0","516,0","76,0","55,0","3 333,0","2 646,0","2 300,0","2 210,0","26,0","196,0","3 986,0","4 089,0","447,0","709,0"
"668,0","1 536,0","1 417,0","1 285,0","148,0","264,0","507,0","522,0","62,0","51,0","3 345,0","2 679,0","2 037,0","2 184,0","25,0","202,0","3 849,0","3 725,0","428,0","675,0"
"657,0","1 494,0","1 390,0","1 261,0","156,0","256,0","514,0","529,0","45,0","47,0","3 292,0","2 692,0","1 900,0","2 151,0","27,0","207,0","3 787,0","3 725,0","437,0","675,0"
"647,0","1 455,0","1 387,0","1 236,0","160,0","248,0","550,0","537,0","28,0","43,0","3 280,0","2 703,0","1 747,0","2 115,0","33,0","211,0","3 766,0","3 725,0","446,0","675,0"
"634,0","1 419,0","1 366,0","1 215,0","180,0","236,0","583,0","545,0","26,0","40,0","3 217,0","2 718,0","1 710,0","2 083,0","37,0","216,0","3 733,0","3 725,0","437,0","675,0"
"623,0","641,0","1 295,0","1 358,0","200,0","196,0","518,0","495,0","28,0","35,0","3 154,0","3 255,0","1 755,0","1 715,0","39,0","44,0","3 779,0","3 361,0","437,0","558,0"
"619,0","646,0","1 262,0","1 333,0","224,0","200,0","516,0","460,0","27,0","22,0","3 138,0","3 199,0","1 757,0","1 618,0","48,0","49,0","3 775,0","3 361,0","462,0","558,0"
"636,0","652,0","1 229,0","1 312,0","224,0","212,0","518,0","433,0","26,0","22,0","3 108,0","3 150,0","1 694,0","1 553,0","58,0","59,0","3 659,0","3 361,0","545,0","558,0"
"635,0","669,0","1 190,0","1 294,0","244,0","216,0","529,0","445,0","32,0","23,0","3 090,0","3 053,0","1 761,0","1 517,0","61,0","65,0","3 571,0","3 361,0","579,0","558,0"
"626,0","669,0","1 166,0","1 298,0","272,0","220,0","598,0","459,0","27,0","24,0","3 161,0","3 073,0","1 634,0","1 511,0","69,0","69,0","3 418,0","3 099,0","519,0","510,0"
"611,0","661,0","1 143,0","1 290,0","260,0","232,0","671,0","473,0","22,0","29,0","3 166,0","3 028,0","1 453,0","1 473,0","65,0","77,0","3 326,0","3 099,0","445,0","510,0"
"641,0","655,0","1 085,0","1 273,0","236,0","252,0","672,0","567,0","25,0","25,0","3 181,0","3 057,0","1 409,0","1 444,0","65,0","78,0","3 276,0","3 099,0","363,0","510,0"
"656,0","663,0","1 032,0","1 252,0","248,0","268,0","683,0","617,0","28,0","21,0","3 244,0","3 068,0","1 425,0","1 407,0","79,0","90,0","3 153,0","3 099,0","339,0","510,0"
"679,0","666,0","952,0","1 231,0","272,0","284,0","651,0","599,0","26,0","24,0","3 258,0","3 076,0","1 303,0","1 289,0","94,0","99,0","2 979,0","3 062,0","295,0","484,0"
"675,0","695,0","923,0","1 208,0","296,0","292,0","599,0","562,0","25,0","27,0","3 111,0","3 082,0","1 268,0","1 203,0","95,0","103,0","2 871,0","3 062,0","290,0","484,0"
"704,0","709,0","945,0","1 184,0","320,0","304,0","618,0","529,0","27,0","26,0","3 061,0","3 110,0","1 177,0","1 123,0","93,0","105,0","2 828,0","3 062,0","312,0","484,0"
"711,0","740,0","980,0","1 166,0","336,0","320,0","638,0","534,0","23,0","27,0","3 117,0","3 084,0","1 166,0","1 088,0","100,0","108,0","2 793,0","3 062,0","314,0","484,0"
"725,0","750,0","998,0","1 017,0","332,0","336,0","630,0","589,0","20,0","29,0","3 167,0","3 020,0","1 063,0","1 014,0","108,0","114,0","2 706,0","3 064,0","310,0","447,0"
"730,0","761,0","1 031,0","1 012,0","320,0","368,0","630,0","597,0","19,0","28,0","3 108,0","2 933,0","906,0","958,0","108,0","114,0","2 706,0","3 064,0","318,0","447,0"
"783,0","772,0","1 090,0","1 008,0","352,0","396,0","643,0","597,0","28,0","28,0","3 012,0","2 892,0","794,0","883,0","127,0","118,0","2 774,0","3 064,0","281,0","447,0"
"843,0","794,0","1 103,0","1 005,0","400,0","424,0","647,0","583,0","36,0","28,0","2 879,0","2 994,0","748,0","816,0","140,0","126,0","2 854,0","3 064,0","237,0","447,0"
"897,0","818,0","1 092,0","1 004,0","444,0","448,0","669,0","583,0","47,0","35,0","2 750,0","2 890,0","628,0","727,0","153,0","128,0","2 862,0","3 001,0","196,0","386,0"
"909,0","836,0","1 076,0","1 000,0","436,0","484,0","693,0","624,0","53,0","43,0","2 709,0","2 780,0","528,0","679,0","144,0","126,0","2 780,0","3 001,0","227,0","386,0"
"914,0","847,0","1 068,0","997,0","380,0","516,0","682,0","619,0","53,0","51,0","2 600,0","2 654,0","549,0","595,0","121,0","121,0","2 754,0","3 001,0","246,0","386,0"
"906,0","857,0","1 061,0","994,0","380,0","548,0","697,0","626,0","59,0","56,0","2 529,0","2 570,0","507,0","527,0","99,0","109,0","2 743,0","3 001,0","231,0","386,0"
"890,0","858,0","1 037,0","990,0","388,0","576,0","659,0","648,0","69,0","56,0","2 490,0","2 496,0","422,0","471,0","100,0","107,0","2 676,0","2 871,0","226,0","369,0"
"896,0","852,0","1 023,0","989,0","392,0","600,0","661,0","670,0","73,0","63,0","2 457,0","2 465,0","350,0","453,0","119,0","112,0","2 683,0","2 871,0","214,0","369,0"
